System,Complexity,NDCG@10,Recall@10,Query
qalf,Simple,0.0,0.0,How many pages in total does the report have?...
vector_only,Simple,0.0,0.0,What is the number of days the company mandates fo...
fixed_rrf,Simple,0.3562071871080222,1.0,What is the number of days the company mandates fo...
adaptive_fixed,Simple,0.3562071871080222,1.0,What is the number of days the company mandates fo...
qalf,Simple,0.3562071871080222,1.0,What is the number of days the company mandates fo...
vector_only,Complex,1.0,1.0,Does increasing specificity in responses lead to m...
fixed_rrf,Complex,1.0,1.0,Does increasing specificity in responses lead to m...
adaptive_fixed,Complex,1.0,1.0,Does increasing specificity in responses lead to m...
qalf,Complex,1.0,1.0,Does increasing specificity in responses lead to m...
vector_only,Complex,1.0,1.0,Was the conditional training method effective in c...
fixed_rrf,Complex,1.0,1.0,Was the conditional training method effective in c...
adaptive_fixed,Complex,1.0,1.0,Was the conditional training method effective in c...
qalf,Complex,1.0,1.0,Was the conditional training method effective in c...
vector_only,Complex,0.6309297535714575,1.0,How is the attribute of Specificity quantitatively...
fixed_rrf,Complex,1.0,1.0,How is the attribute of Specificity quantitatively...
adaptive_fixed,Complex,1.0,1.0,How is the attribute of Specificity quantitatively...
qalf,Complex,1.0,1.0,How is the attribute of Specificity quantitatively...
vector_only,Complex,0.6309297535714575,1.0,How does the introduction of repetition control af...
fixed_rrf,Complex,1.0,1.0,How does the introduction of repetition control af...
adaptive_fixed,Complex,1.0,1.0,How does the introduction of repetition control af...
qalf,Complex,1.0,1.0,How does the introduction of repetition control af...
vector_only,Complex,1.0,1.0,"What method does SHELL MIDSTREAM PARTNERS, L.P. us..."
fixed_rrf,Complex,1.0,1.0,"What method does SHELL MIDSTREAM PARTNERS, L.P. us..."
adaptive_fixed,Complex,1.0,1.0,"What method does SHELL MIDSTREAM PARTNERS, L.P. us..."
qalf,Complex,1.0,1.0,"What method does SHELL MIDSTREAM PARTNERS, L.P. us..."
vector_only,Complex,1.0,1.0,What is Shawn J. Carsten's position at Shell Midst...
fixed_rrf,Complex,1.0,1.0,What is Shawn J. Carsten's position at Shell Midst...
adaptive_fixed,Complex,1.0,1.0,What is Shawn J. Carsten's position at Shell Midst...
qalf,Complex,1.0,1.0,What is Shawn J. Carsten's position at Shell Midst...
vector_only,Complex,0.0,0.0,What is the percentage change in the company's net...
fixed_rrf,Complex,0.0,0.0,What is the percentage change in the company's net...
adaptive_fixed,Complex,0.0,0.0,What is the percentage change in the company's net...
qalf,Complex,0.0,0.0,What is the percentage change in the company's net...
vector_only,Complex,1.0,1.0,What was the total amount of capital expenditures ...
fixed_rrf,Complex,1.0,1.0,What was the total amount of capital expenditures ...
adaptive_fixed,Complex,1.0,1.0,What was the total amount of capital expenditures ...
qalf,Complex,1.0,1.0,What was the total amount of capital expenditures ...
vector_only,Simple,1.0,1.0,"How many times does the paper mention ""total reven..."
fixed_rrf,Simple,1.0,1.0,"How many times does the paper mention ""total reven..."
adaptive_fixed,Simple,1.0,1.0,"How many times does the paper mention ""total reven..."
qalf,Simple,1.0,1.0,"How many times does the paper mention ""total reven..."
vector_only,Complex,0.0,0.0,What benefits are expected from the Siemens Health...
fixed_rrf,Complex,0.0,0.0,What benefits are expected from the Siemens Health...
adaptive_fixed,Complex,0.0,0.0,What benefits are expected from the Siemens Health...
qalf,Complex,0.0,0.0,What benefits are expected from the Siemens Health...
vector_only,Complex,0.0,0.0,What was the percentage change in net interest inc...
fixed_rrf,Complex,0.31546487678572877,1.0,What was the percentage change in net interest inc...
adaptive_fixed,Complex,0.31546487678572877,1.0,What was the percentage change in net interest inc...
qalf,Complex,0.0,0.0,What was the percentage change in net interest inc...
vector_only,Simple,0.3333333333333333,1.0,What was the net interest income for the year ende...
fixed_rrf,Simple,0.38685280723454163,1.0,What was the net interest income for the year ende...
adaptive_fixed,Simple,0.38685280723454163,1.0,What was the net interest income for the year ende...
qalf,Simple,0.38685280723454163,1.0,What was the net interest income for the year ende...
vector_only,Simple,0.31546487678572877,1.0,What is the largest customer segment for the compa...
fixed_rrf,Simple,0.0,0.0,What is the largest customer segment for the compa...
adaptive_fixed,Simple,0.0,0.0,What is the largest customer segment for the compa...
qalf,Simple,0.0,0.0,What is the largest customer segment for the compa...
vector_only,Complex,0.0,0.0,What was the total increase in expenses of the com...
fixed_rrf,Complex,0.0,0.0,What was the total increase in expenses of the com...
adaptive_fixed,Complex,0.0,0.0,What was the total increase in expenses of the com...
qalf,Complex,0.0,0.0,What was the total increase in expenses of the com...
vector_only,Simple,0.0,0.0,How many pages in total does this report have?...
fixed_rrf,Simple,0.0,0.0,How many pages in total does this report have?...
adaptive_fixed,Simple,0.0,0.0,How many pages in total does this report have?...
qalf,Simple,0.0,0.0,How many pages in total does this report have?...
vector_only,Complex,0.38685280723454163,1.0,On which page does the report provide an image of ...
fixed_rrf,Complex,0.3010299956639812,1.0,On which page does the report provide an image of ...
adaptive_fixed,Complex,0.3010299956639812,1.0,On which page does the report provide an image of ...
qalf,Complex,0.0,0.0,On which page does the report provide an image of ...
vector_only,Complex,1.0,1.0,How much goodwill was allocated to Siemens Healthi...
fixed_rrf,Complex,1.0,1.0,How much goodwill was allocated to Siemens Healthi...
adaptive_fixed,Complex,1.0,1.0,How much goodwill was allocated to Siemens Healthi...
qalf,Complex,1.0,1.0,How much goodwill was allocated to Siemens Healthi...
vector_only,Complex,1.0,1.0,What benefits are expected from the Siemens Health...
fixed_rrf,Complex,1.0,1.0,What benefits are expected from the Siemens Health...
adaptive_fixed,Complex,1.0,1.0,What benefits are expected from the Siemens Health...
qalf,Complex,1.0,1.0,What benefits are expected from the Siemens Health...
vector_only,Simple,0.0,0.0,What was the company's net income for the fiscal y...
fixed_rrf,Simple,0.3333333333333333,1.0,What was the company's net income for the fiscal y...
adaptive_fixed,Simple,0.3333333333333333,1.0,What was the company's net income for the fiscal y...
qalf,Simple,0.3333333333333333,1.0,What was the company's net income for the fiscal y...
vector_only,Complex,0.0,0.0,How much did the cash flows from operating activit...
fixed_rrf,Complex,0.3562071871080222,1.0,How much did the cash flows from operating activit...
adaptive_fixed,Complex,0.3562071871080222,1.0,How much did the cash flows from operating activit...
qalf,Complex,0.0,0.0,How much did the cash flows from operating activit...
vector_only,Simple,0.0,0.0,What is the major topic of the content on page 37?...
fixed_rrf,Simple,0.0,0.0,What is the major topic of the content on page 37?...
adaptive_fixed,Simple,0.0,0.0,What is the major topic of the content on page 37?...
qalf,Simple,0.0,0.0,What is the major topic of the content on page 37?...
vector_only,Complex,0.0,0.0,"How much is the company's revenue in Hong Kong, Ch..."
fixed_rrf,Complex,0.0,0.0,"How much is the company's revenue in Hong Kong, Ch..."
adaptive_fixed,Complex,0.0,0.0,"How much is the company's revenue in Hong Kong, Ch..."
qalf,Complex,0.0,0.0,"How much is the company's revenue in Hong Kong, Ch..."
vector_only,Simple,1.0,1.0,What organic growth percentage did Zone EMENA achi...
fixed_rrf,Simple,1.0,1.0,What organic growth percentage did Zone EMENA achi...
adaptive_fixed,Simple,1.0,1.0,What organic growth percentage did Zone EMENA achi...
qalf,Simple,1.0,1.0,What organic growth percentage did Zone EMENA achi...
vector_only,Complex,1.0,1.0,Did Zone EMENA experience an increase in its under...
fixed_rrf,Complex,1.0,1.0,Did Zone EMENA experience an increase in its under...
adaptive_fixed,Complex,1.0,1.0,Did Zone EMENA experience an increase in its under...
qalf,Complex,1.0,1.0,Did Zone EMENA experience an increase in its under...
vector_only,Complex,0.0,0.0,How much larger were the company's sales in the Un...
fixed_rrf,Complex,0.0,0.0,How much larger were the company's sales in the Un...
adaptive_fixed,Complex,0.0,0.0,How much larger were the company's sales in the Un...
qalf,Complex,0.0,0.0,How much larger were the company's sales in the Un...
vector_only,Complex,0.6309297535714575,1.0,Which market had the highest percentage decrease i...
fixed_rrf,Complex,1.0,1.0,Which market had the highest percentage decrease i...
adaptive_fixed,Complex,1.0,1.0,Which market had the highest percentage decrease i...
qalf,Complex,1.0,1.0,Which market had the highest percentage decrease i...
vector_only,Simple,0.0,0.0,How many pages in total does this report have?...
fixed_rrf,Simple,0.0,0.0,How many pages in total does this report have?...
adaptive_fixed,Simple,0.0,0.0,How many pages in total does this report have?...
qalf,Simple,0.0,0.0,How many pages in total does this report have?...
vector_only,Simple,0.0,0.0,What is the major content of page 101?...
fixed_rrf,Simple,0.0,0.0,What is the major content of page 101?...
adaptive_fixed,Simple,0.0,0.0,What is the major content of page 101?...
qalf,Simple,0.0,0.0,What is the major content of page 101?...
vector_only,Simple,0.0,0.0,What year was the 24S digital platform launched?...
fixed_rrf,Simple,0.38685280723454163,1.0,What year was the 24S digital platform launched?...
adaptive_fixed,Simple,0.38685280723454163,1.0,What year was the 24S digital platform launched?...
qalf,Simple,0.38685280723454163,1.0,What year was the 24S digital platform launched?...
vector_only,Simple,0.0,0.0,What program was Nona Source created under?...
fixed_rrf,Simple,0.5,1.0,What program was Nona Source created under?...
adaptive_fixed,Simple,0.5,1.0,What program was Nona Source created under?...
qalf,Simple,0.5,1.0,What program was Nona Source created under?...
vector_only,Complex,0.5,1.0,What are the three primary fields of action identi...
fixed_rrf,Complex,1.0,1.0,What are the three primary fields of action identi...
adaptive_fixed,Complex,1.0,1.0,What are the three primary fields of action identi...
qalf,Complex,1.0,1.0,What are the three primary fields of action identi...
vector_only,Complex,0.0,0.0,Which business group had the highest percentage in...
fixed_rrf,Complex,0.0,0.0,Which business group had the highest percentage in...
adaptive_fixed,Complex,0.0,0.0,Which business group had the highest percentage in...
qalf,Complex,0.0,0.0,Which business group had the highest percentage in...
vector_only,Simple,0.2890648263178879,1.0,What region contributed the most to the company's ...
fixed_rrf,Simple,0.0,0.0,What region contributed the most to the company's ...
adaptive_fixed,Simple,0.0,0.0,What region contributed the most to the company's ...
qalf,Simple,0.0,0.0,What region contributed the most to the company's ...
vector_only,Simple,1.0,1.0,What is the company's largest age group among the ...
fixed_rrf,Simple,1.0,1.0,What is the company's largest age group among the ...
adaptive_fixed,Simple,1.0,1.0,What is the company's largest age group among the ...
qalf,Simple,1.0,1.0,What is the company's largest age group among the ...
vector_only,Simple,0.0,0.0,What is the most common abbreviation in the paper?...
fixed_rrf,Simple,0.0,0.0,What is the most common abbreviation in the paper?...
adaptive_fixed,Simple,0.0,0.0,What is the most common abbreviation in the paper?...
qalf,Simple,0.0,0.0,What is the most common abbreviation in the paper?...
vector_only,Simple,0.0,0.0,What types of payments will the employee receive u...
fixed_rrf,Simple,0.0,0.0,What types of payments will the employee receive u...
adaptive_fixed,Simple,0.0,0.0,What types of payments will the employee receive u...
qalf,Simple,0.0,0.0,What types of payments will the employee receive u...
vector_only,Simple,1.0,1.0,Is the Bahia Rare Earths Project located in Brazil...
fixed_rrf,Simple,1.0,1.0,Is the Bahia Rare Earths Project located in Brazil...
adaptive_fixed,Simple,1.0,1.0,Is the Bahia Rare Earths Project located in Brazil...
qalf,Simple,1.0,1.0,Is the Bahia Rare Earths Project located in Brazil...
vector_only,Complex,1.0,1.0,What is the total area for Lithium properties held...
fixed_rrf,Complex,1.0,1.0,What is the total area for Lithium properties held...
adaptive_fixed,Complex,1.0,1.0,What is the total area for Lithium properties held...
qalf,Complex,1.0,1.0,What is the total area for Lithium properties held...
vector_only,Simple,0.3010299956639812,1.0,On which page does the document present the signat...
fixed_rrf,Simple,0.0,0.0,On which page does the document present the signat...
adaptive_fixed,Simple,0.0,0.0,On which page does the document present the signat...
qalf,Simple,0.0,0.0,On which page does the document present the signat...
vector_only,Complex,0.0,0.0,How much was the annual revenue of Tesla in 2020?...
fixed_rrf,Complex,0.0,0.0,How much was the annual revenue of Tesla in 2020?...
adaptive_fixed,Complex,0.0,0.0,How much was the annual revenue of Tesla in 2020?...
qalf,Complex,0.0,0.0,How much was the annual revenue of Tesla in 2020?...
vector_only,Complex,1.0,1.0,How much cash and cash equivalents did QUALCOMM ha...
fixed_rrf,Complex,0.5,1.0,How much cash and cash equivalents did QUALCOMM ha...
adaptive_fixed,Complex,0.5,1.0,How much cash and cash equivalents did QUALCOMM ha...
qalf,Complex,0.5,1.0,How much cash and cash equivalents did QUALCOMM ha...
vector_only,Complex,0.5,1.0,Did the company's income tax expense increase from...
fixed_rrf,Complex,0.3010299956639812,1.0,Did the company's income tax expense increase from...
adaptive_fixed,Complex,0.3010299956639812,1.0,Did the company's income tax expense increase from...
qalf,Complex,0.0,0.0,Did the company's income tax expense increase from...
vector_only,Complex,0.43067655807339306,1.0,How did the net gains on marketable securities cha...
fixed_rrf,Complex,0.6309297535714575,1.0,How did the net gains on marketable securities cha...
adaptive_fixed,Complex,0.6309297535714575,1.0,How did the net gains on marketable securities cha...
qalf,Complex,0.6309297535714575,1.0,How did the net gains on marketable securities cha...
vector_only,Simple,0.0,0.0,What is the primary focus of page 41?...
fixed_rrf,Simple,0.0,0.0,What is the primary focus of page 41?...
adaptive_fixed,Simple,0.0,0.0,What is the primary focus of page 41?...
qalf,Simple,0.0,0.0,What is the primary focus of page 41?...
vector_only,Complex,0.0,0.0,How does Toyota envision the role of cars in contr...
fixed_rrf,Complex,0.0,0.0,How does Toyota envision the role of cars in contr...
adaptive_fixed,Complex,0.0,0.0,How does Toyota envision the role of cars in contr...
qalf,Complex,0.0,0.0,How does Toyota envision the role of cars in contr...
vector_only,Complex,1.0,1.0,How did the occupancy and other operating expenses...
fixed_rrf,Complex,1.0,1.0,How did the occupancy and other operating expenses...
adaptive_fixed,Complex,1.0,1.0,How did the occupancy and other operating expenses...
qalf,Complex,1.0,1.0,How did the occupancy and other operating expenses...
vector_only,Complex,0.3333333333333333,1.0,What was the total amount of McDonald's Corporatio...
fixed_rrf,Complex,0.0,0.0,What was the total amount of McDonald's Corporatio...
adaptive_fixed,Complex,0.0,0.0,What was the total amount of McDonald's Corporatio...
qalf,Complex,0.0,0.0,What was the total amount of McDonald's Corporatio...
vector_only,Complex,1.0,1.0,How much did the International Operated Markets co...
fixed_rrf,Complex,1.0,1.0,How much did the International Operated Markets co...
adaptive_fixed,Complex,1.0,1.0,How much did the International Operated Markets co...
qalf,Complex,1.0,1.0,How much did the International Operated Markets co...
vector_only,Complex,1.0,1.0,How many company-operated restaurants were there i...
fixed_rrf,Complex,1.0,1.0,How many company-operated restaurants were there i...
adaptive_fixed,Complex,1.0,1.0,How many company-operated restaurants were there i...
qalf,Complex,1.0,1.0,How many company-operated restaurants were there i...
vector_only,Simple,0.3010299956639812,1.0,What was the total revenue for the company in 2019...
fixed_rrf,Simple,0.5,1.0,What was the total revenue for the company in 2019...
adaptive_fixed,Simple,0.5,1.0,What was the total revenue for the company in 2019...
qalf,Simple,0.5,1.0,What was the total revenue for the company in 2019...
vector_only,Simple,0.0,0.0,How many pages in total does this report have?...
fixed_rrf,Simple,0.0,0.0,How many pages in total does this report have?...
adaptive_fixed,Simple,0.0,0.0,How many pages in total does this report have?...
qalf,Simple,0.0,0.0,How many pages in total does this report have?...
vector_only,Simple,1.0,1.0,"How many times does the report mention ""franchised..."
fixed_rrf,Simple,1.0,1.0,"How many times does the report mention ""franchised..."
adaptive_fixed,Simple,1.0,1.0,"How many times does the report mention ""franchised..."
qalf,Simple,1.0,1.0,"How many times does the report mention ""franchised..."
vector_only,Simple,0.5,1.0,How many stores does the company open in Shanghai?...
fixed_rrf,Simple,0.2890648263178879,1.0,How many stores does the company open in Shanghai?...
adaptive_fixed,Simple,0.2890648263178879,1.0,How many stores does the company open in Shanghai?...
qalf,Simple,0.3010299956639812,1.0,How many stores does the company open in Shanghai?...
vector_only,Complex,1.0,1.0,How much of Chevron's year-end 2021 environmental ...
fixed_rrf,Complex,1.0,1.0,How much of Chevron's year-end 2021 environmental ...
adaptive_fixed,Complex,1.0,1.0,How much of Chevron's year-end 2021 environmental ...
qalf,Complex,1.0,1.0,How much of Chevron's year-end 2021 environmental ...
vector_only,Simple,1.0,1.0,Where are Chevron's corporate headquarters located...
fixed_rrf,Simple,1.0,1.0,Where are Chevron's corporate headquarters located...
adaptive_fixed,Simple,1.0,1.0,Where are Chevron's corporate headquarters located...
qalf,Simple,1.0,1.0,Where are Chevron's corporate headquarters located...
vector_only,Simple,1.0,1.0,By how much did the company's net proved reserves ...
fixed_rrf,Simple,1.0,1.0,By how much did the company's net proved reserves ...
adaptive_fixed,Simple,1.0,1.0,By how much did the company's net proved reserves ...
qalf,Simple,1.0,1.0,By how much did the company's net proved reserves ...
vector_only,Complex,1.0,1.0,What was the net income attributable to Chevron Co...
fixed_rrf,Complex,1.0,1.0,What was the net income attributable to Chevron Co...
adaptive_fixed,Complex,1.0,1.0,What was the net income attributable to Chevron Co...
qalf,Complex,1.0,1.0,What was the net income attributable to Chevron Co...
vector_only,Complex,0.0,0.0,How did the company's operating expenses in 2019 c...
fixed_rrf,Complex,0.0,0.0,How did the company's operating expenses in 2019 c...
adaptive_fixed,Complex,0.0,0.0,How did the company's operating expenses in 2019 c...
qalf,Complex,0.0,0.0,How did the company's operating expenses in 2019 c...
vector_only,Simple,0.0,0.0,What is the brief summary of page 43 in the docume...
fixed_rrf,Simple,0.0,0.0,What is the brief summary of page 43 in the docume...
adaptive_fixed,Simple,0.0,0.0,What is the brief summary of page 43 in the docume...
qalf,Simple,0.0,0.0,What is the brief summary of page 43 in the docume...
vector_only,Complex,0.0,0.0,What key areas must McDonald's business strategies...
fixed_rrf,Complex,0.3333333333333333,1.0,What key areas must McDonald's business strategies...
adaptive_fixed,Complex,0.3333333333333333,1.0,What key areas must McDonald's business strategies...
qalf,Complex,0.3333333333333333,1.0,What key areas must McDonald's business strategies...
vector_only,Simple,0.0,0.0,What is the future minimum payment for finance lea...
fixed_rrf,Simple,0.0,0.0,What is the future minimum payment for finance lea...
adaptive_fixed,Simple,0.0,0.0,What is the future minimum payment for finance lea...
qalf,Simple,0.0,0.0,What is the future minimum payment for finance lea...
vector_only,Simple,0.5,1.0,Did the company declare cash dividends in 2022?...
fixed_rrf,Simple,0.3010299956639812,1.0,Did the company declare cash dividends in 2022?...
adaptive_fixed,Simple,0.3010299956639812,1.0,Did the company declare cash dividends in 2022?...
qalf,Simple,0.3333333333333333,1.0,Did the company declare cash dividends in 2022?...
vector_only,Complex,0.0,0.0,What was the total revenue for the Company in the ...
fixed_rrf,Complex,0.2890648263178879,1.0,What was the total revenue for the Company in the ...
adaptive_fixed,Complex,0.2890648263178879,1.0,What was the total revenue for the Company in the ...
qalf,Complex,0.0,0.0,What was the total revenue for the Company in the ...
vector_only,Complex,0.43067655807339306,1.0,How many employees did the company have in Canada ...
fixed_rrf,Complex,0.5,1.0,How many employees did the company have in Canada ...
adaptive_fixed,Complex,0.5,1.0,How many employees did the company have in Canada ...
qalf,Complex,0.6309297535714575,1.0,How many employees did the company have in Canada ...
vector_only,Simple,0.3562071871080222,1.0,Who has the longest tenure as an executive officer...
fixed_rrf,Simple,0.5,1.0,Who has the longest tenure as an executive officer...
adaptive_fixed,Simple,0.5,1.0,Who has the longest tenure as an executive officer...
qalf,Simple,0.38685280723454163,1.0,Who has the longest tenure as an executive officer...
vector_only,Simple,1.0,1.0,What was the gross margin percentage for the year ...
fixed_rrf,Simple,1.0,1.0,What was the gross margin percentage for the year ...
adaptive_fixed,Simple,1.0,1.0,What was the gross margin percentage for the year ...
qalf,Simple,1.0,1.0,What was the gross margin percentage for the year ...
vector_only,Simple,1.0,1.0,What was the total average sales per warehouse for...
fixed_rrf,Simple,1.0,1.0,What was the total average sales per warehouse for...
adaptive_fixed,Simple,1.0,1.0,What was the total average sales per warehouse for...
qalf,Simple,1.0,1.0,What was the total average sales per warehouse for...
vector_only,Simple,0.0,0.0,On which page does the document report the informa...
fixed_rrf,Simple,0.0,0.0,On which page does the document report the informa...
adaptive_fixed,Simple,0.0,0.0,On which page does the document report the informa...
qalf,Simple,0.0,0.0,On which page does the document report the informa...
vector_only,Simple,0.0,0.0,What was the income revenues for the company in Ma...
fixed_rrf,Simple,0.0,0.0,What was the income revenues for the company in Ma...
adaptive_fixed,Simple,0.0,0.0,What was the income revenues for the company in Ma...
qalf,Simple,0.0,0.0,What was the income revenues for the company in Ma...
vector_only,Complex,1.0,1.0,What was the F1 score achieved by single-paragraph...
fixed_rrf,Complex,1.0,1.0,What was the F1 score achieved by single-paragraph...
adaptive_fixed,Complex,1.0,1.0,What was the F1 score achieved by single-paragraph...
qalf,Complex,1.0,1.0,What was the F1 score achieved by single-paragraph...
vector_only,Complex,1.0,1.0,What F1 score did the single-paragraph BERT model ...
fixed_rrf,Complex,1.0,1.0,What F1 score did the single-paragraph BERT model ...
adaptive_fixed,Complex,1.0,1.0,What F1 score did the single-paragraph BERT model ...
qalf,Complex,1.0,1.0,What F1 score did the single-paragraph BERT model ...
vector_only,Complex,0.38685280723454163,1.0,Which model has the highest Distractor F1 score ac...
fixed_rrf,Complex,0.6309297535714575,1.0,Which model has the highest Distractor F1 score ac...
adaptive_fixed,Complex,0.6309297535714575,1.0,Which model has the highest Distractor F1 score ac...
qalf,Complex,0.6309297535714575,1.0,Which model has the highest Distractor F1 score ac...
vector_only,Complex,1.0,1.0,What is the F1 score of the single-paragraph BERT ...
fixed_rrf,Complex,1.0,1.0,What is the F1 score of the single-paragraph BERT ...
adaptive_fixed,Complex,1.0,1.0,What is the F1 score of the single-paragraph BERT ...
qalf,Complex,1.0,1.0,What is the F1 score of the single-paragraph BERT ...
vector_only,Complex,1.0,1.0,By how much does the F1 score improve when the gol...
fixed_rrf,Complex,1.0,1.0,By how much does the F1 score improve when the gol...
adaptive_fixed,Complex,1.0,1.0,By how much does the F1 score improve when the gol...
qalf,Complex,1.0,1.0,By how much does the F1 score improve when the gol...
vector_only,Complex,0.5,1.0,"According to Figure 2, how does the model decide w..."
fixed_rrf,Complex,1.0,1.0,"According to Figure 2, how does the model decide w..."
adaptive_fixed,Complex,1.0,1.0,"According to Figure 2, how does the model decide w..."
qalf,Complex,1.0,1.0,"According to Figure 2, how does the model decide w..."
vector_only,Simple,0.0,0.0,On which page does the report provide Mine Safety ...
fixed_rrf,Simple,0.0,0.0,On which page does the report provide Mine Safety ...
adaptive_fixed,Simple,0.0,0.0,On which page does the report provide Mine Safety ...
qalf,Simple,0.0,0.0,On which page does the report provide Mine Safety ...
vector_only,Complex,1.0,1.0,Did PMI have higher net revenues in the European U...
fixed_rrf,Complex,1.0,1.0,Did PMI have higher net revenues in the European U...
adaptive_fixed,Complex,1.0,1.0,Did PMI have higher net revenues in the European U...
qalf,Complex,1.0,1.0,Did PMI have higher net revenues in the European U...
vector_only,Complex,0.43067655807339306,1.0,How much of the change in PMI's Net Revenues was a...
fixed_rrf,Complex,1.0,1.0,How much of the change in PMI's Net Revenues was a...
adaptive_fixed,Complex,1.0,1.0,How much of the change in PMI's Net Revenues was a...
qalf,Complex,1.0,1.0,How much of the change in PMI's Net Revenues was a...
vector_only,Complex,1.0,1.0,What was PMI's net revenue from combustible produc...
fixed_rrf,Complex,1.0,1.0,What was PMI's net revenue from combustible produc...
adaptive_fixed,Complex,1.0,1.0,What was PMI's net revenue from combustible produc...
qalf,Complex,1.0,1.0,What was PMI's net revenue from combustible produc...
vector_only,Complex,1.0,1.0,What was the shipment volume of Marlboro cigarette...
fixed_rrf,Complex,1.0,1.0,What was the shipment volume of Marlboro cigarette...
adaptive_fixed,Complex,1.0,1.0,What was the shipment volume of Marlboro cigarette...
qalf,Complex,1.0,1.0,What was the shipment volume of Marlboro cigarette...
vector_only,Complex,1.0,1.0,Which brand in PMI experienced the highest percent...
fixed_rrf,Complex,1.0,1.0,Which brand in PMI experienced the highest percent...
adaptive_fixed,Complex,1.0,1.0,Which brand in PMI experienced the highest percent...
qalf,Complex,1.0,1.0,Which brand in PMI experienced the highest percent...
vector_only,Complex,1.0,1.0,What was PMI's net revenue for the European Union ...
fixed_rrf,Complex,1.0,1.0,What was PMI's net revenue for the European Union ...
adaptive_fixed,Complex,1.0,1.0,What was PMI's net revenue for the European Union ...
qalf,Complex,1.0,1.0,What was PMI's net revenue for the European Union ...
vector_only,Complex,1.0,1.0,What was the total provision for PMI's income taxe...
fixed_rrf,Complex,1.0,1.0,What was the total provision for PMI's income taxe...
adaptive_fixed,Complex,1.0,1.0,What was the total provision for PMI's income taxe...
qalf,Complex,1.0,1.0,What was the total provision for PMI's income taxe...
vector_only,Simple,0.31546487678572877,1.0,What product category generated the highest net re...
fixed_rrf,Simple,0.5,1.0,What product category generated the highest net re...
adaptive_fixed,Simple,0.5,1.0,What product category generated the highest net re...
qalf,Simple,0.5,1.0,What product category generated the highest net re...
vector_only,Complex,0.31546487678572877,1.0,How did PMI's cumulative total shareholder return ...
fixed_rrf,Complex,0.38685280723454163,1.0,How did PMI's cumulative total shareholder return ...
adaptive_fixed,Complex,0.38685280723454163,1.0,How did PMI's cumulative total shareholder return ...
qalf,Complex,1.0,1.0,How did PMI's cumulative total shareholder return ...
vector_only,Simple,0.0,0.0,What is the most common abbreviation in the docume...
fixed_rrf,Simple,0.0,0.0,What is the most common abbreviation in the docume...
adaptive_fixed,Simple,0.0,0.0,What is the most common abbreviation in the docume...
qalf,Simple,0.0,0.0,What is the most common abbreviation in the docume...
vector_only,Simple,0.0,0.0,On which page does are the photos of the company's...
fixed_rrf,Simple,0.0,0.0,On which page does are the photos of the company's...
adaptive_fixed,Simple,0.0,0.0,On which page does are the photos of the company's...
qalf,Simple,0.0,0.0,On which page does are the photos of the company's...
vector_only,Complex,1.0,1.0,Did the total funds invested in FY 2020 include am...
fixed_rrf,Complex,1.0,1.0,Did the total funds invested in FY 2020 include am...
adaptive_fixed,Complex,1.0,1.0,Did the total funds invested in FY 2020 include am...
qalf,Complex,1.0,1.0,Did the total funds invested in FY 2020 include am...
vector_only,Complex,1.0,1.0,"What was the amount invested in mutual funds, Gove..."
fixed_rrf,Complex,1.0,1.0,"What was the amount invested in mutual funds, Gove..."
adaptive_fixed,Complex,1.0,1.0,"What was the amount invested in mutual funds, Gove..."
qalf,Complex,1.0,1.0,"What was the amount invested in mutual funds, Gove..."
vector_only,Complex,1.0,1.0,Did TCS reduce its specific carbon footprint from ...
fixed_rrf,Complex,1.0,1.0,Did TCS reduce its specific carbon footprint from ...
adaptive_fixed,Complex,1.0,1.0,Did TCS reduce its specific carbon footprint from ...
qalf,Complex,1.0,1.0,Did TCS reduce its specific carbon footprint from ...
vector_only,Complex,0.38685280723454163,1.0,In which month of FY 2020 did the BSE experience t...
fixed_rrf,Complex,1.0,1.0,In which month of FY 2020 did the BSE experience t...
adaptive_fixed,Complex,1.0,1.0,In which month of FY 2020 did the BSE experience t...
qalf,Complex,1.0,1.0,In which month of FY 2020 did the BSE experience t...
vector_only,Simple,0.0,0.0,How many words are there in total in the document?...
fixed_rrf,Simple,0.0,0.0,How many words are there in total in the document?...
adaptive_fixed,Simple,0.0,0.0,How many words are there in total in the document?...
qalf,Simple,0.0,0.0,How many words are there in total in the document?...
vector_only,Simple,0.0,0.0,How much were the company's income taxes in 2022?...
fixed_rrf,Simple,0.0,0.0,How much were the company's income taxes in 2022?...
adaptive_fixed,Simple,0.0,0.0,How much were the company's income taxes in 2022?...
qalf,Simple,0.0,0.0,How much were the company's income taxes in 2022?...
vector_only,Complex,0.38685280723454163,1.0,"Did the revenues for the manufacturing, service, a..."
fixed_rrf,Complex,1.0,1.0,"Did the revenues for the manufacturing, service, a..."
adaptive_fixed,Complex,1.0,1.0,"Did the revenues for the manufacturing, service, a..."
qalf,Complex,0.0,0.0,"Did the revenues for the manufacturing, service, a..."
vector_only,Complex,0.5,1.0,What was the percentage change in pre-tax earnings...
fixed_rrf,Complex,1.0,1.0,What was the percentage change in pre-tax earnings...
adaptive_fixed,Complex,1.0,1.0,What was the percentage change in pre-tax earnings...
qalf,Complex,0.0,0.0,What was the percentage change in pre-tax earnings...
vector_only,Simple,0.3562071871080222,1.0,What is the total number of leased properties acro...
